Company Name,Lead Partner,Primary Investor Type,Primary Industry Sector
Indy,Antoine Freysz,Venture Capital,Information Technology
Interima,Marie Ekeland,Venture Capital,Information Technology
Interima,Marc Simoncini,Venture Capital,Information Technology
Tridek-One,Alain Huriez,Venture Capital,Healthcare
Tridek-One,Rajesh Parekh,Venture Capital,Healthcare
Artifakt,Dominique Vidal,Angel (individual),Information Technology
Artifakt,Eduardo Ronzano,Angel (individual),Information Technology
Artifakt,Julien Lemoine,Angel (individual),Information Technology
Artifakt,Renaud Visage,Angel (individual),Information Technology
Artifakt,Romain Niccoli,Angel (individual),Information Technology
Wenabi,Renaud Guillerm,Venture Capital,Information Technology
Emprunte Mon Toutou,Renaud Guillerm,Venture Capital,Consumer Products and Services (B2C)
Luko,Stefan Klestil,Venture Capital,Financial Services
LXRepair,Celia Hart,Venture Capital,Healthcare
Mindsay,Alison Imbert,Venture Capital,Information Technology
Mindsay,Matthieu Lattes,Venture Capital,Information Technology
Domain Therapeutics,Sebastien Groyer,Venture Capital,Healthcare
Pixpay,Alexandre Prot,Angel (individual),Information Technology
Pixpay,Frank Le Ouay,Angel (individual),Information Technology
Pixpay,Hugues de Braucourt,Venture Capital,Information Technology
Pixpay,Hugues Le Bret,Angel (individual),Information Technology
Pixpay,Jean-Charles Samuelian-Werve,Angel (individual),Information Technology
Pixpay,Martial Valery,Angel (individual),Information Technology
SoCloz,Rodolphe Menegaux,Venture Capital,Business Products and Services (B2B)
Jam (Communication Software),Cyril Vermeulen,Angel (individual),Information Technology
Jam (Communication Software),Pierre Kosciusko Morizet,Angel (individual),Information Technology
Sim&Cure,Samantha Jérusalmy,Venture Capital,Healthcare
Toosla,Charles-Antoine Morand,Venture Capital,Consumer Products and Services (B2C)
Fraîche Cancan,Jérôme Rayet,Venture Capital,Consumer Products and Services (B2C)
Peas&Love,Antoine Fine,Venture Capital,Materials and Resources
Treefrog Therapeutics,Guilhem De Vregille,Venture Capital,Healthcare
Brigad,Alexei Chemenda,Angel (individual),Business Products and Services (B2B)
Brigad,Herve Cuviliez,Venture Capital,Business Products and Services (B2B)
Brigad,Jérôme Caille,Angel (individual),Business Products and Services (B2B)
Chaintrust,Eduardo Ronzano,Angel (individual),Information Technology
Chaintrust,Frédéric Montagnon,Angel (individual),Information Technology
Chaintrust,Julien Romanetto,Angel (individual),Information Technology
Chaintrust,Nicolas Steegmann,Angel (individual),Information Technology
Lifen,Marie Ekeland,Venture Capital,Healthcare
Lifen,Jean-Marc Patouillaud,Venture Capital,Healthcare
Choose,Ilias Hicham,Angel (individual),Consumer Products and Services (B2C)
FretLink,Maximilien Bacot,Venture Capital,Business Products and Services (B2B)
FretLink,Willy Braun,Venture Capital,Business Products and Services (B2B)
FretLink,Samantha Jérusalmy,Venture Capital,Business Products and Services (B2B)
FretLink,Fabrice Grinda,Angel (individual),Business Products and Services (B2B)
FretLink,Alexandre Azoulay,Venture Capital,Business Products and Services (B2B)
Keen Eye,Raissa Brian,Venture Capital,Healthcare
Clevy,Christophe Chausson,Angel (individual),Information Technology
Clevy,Grégoire Boutin,Angel (individual),Information Technology
Algar,Bertrand Quenot,Angel (individual),Consumer Products and Services (B2C)
Algar,Eric Larchevêque,Angel (individual),Consumer Products and Services (B2C)
Kairos Fire,François Meteyer,Venture Capital,Information Technology
Kyotherm,Laurent Hautefeuille,Angel (individual),Financial Services
Wistiki,Alexis Richard,Angel (individual),Consumer Products and Services (B2C)
Wistiki,Georges Dazy,Angel (individual),Consumer Products and Services (B2C)
Wistiki,Jean De La Rochebrochard,Angel (individual),Consumer Products and Services (B2C)
Wistiki,Julien Herment,Angel (individual),Consumer Products and Services (B2C)
Wistiki,Jean De La Rochebrochard,Venture Capital,Consumer Products and Services (B2C)
Wistiki,Vincent Colegrave,Angel (individual),Consumer Products and Services (B2C)
WeMaintain,Michael Benabou,Angel (individual),Business Products and Services (B2B)
Bankin',Didier Kuhn,Angel (individual),Information Technology
Bankin',Simon Dawlat,Angel (individual),Information Technology
Remedee Labs,Emmanuel Coquoin,Venture Capital,Healthcare
Remedee Labs,Alexis Houssou,Venture Capital,Healthcare
Remedee Labs,Boris Golden,Venture Capital,Healthcare
Visible Patient,Clement Combal,Venture Capital,Healthcare
360Learning,Daniel Caclin,Venture Capital,Information Technology
360Learning,Jean-David Chamboredon,Venture Capital,Information Technology
Alsid,Alexandre Mordacq,Venture Capital,Information Technology
Fermat,Paul Maritz,Angel (individual),Information Technology
Simundia,Xavier Niel,Venture Capital,Business Products and Services (B2B)
Unkle,Adrien Ledoux,Angel (individual),Consumer Products and Services (B2C)
Coinhouse,Eric Larchevêque,Angel (individual),Financial Services
Coinhouse,Alexandre Azoulay,Venture Capital,Financial Services
Devialet,Bernard Arnault,Venture Capital,Consumer Products and Services (B2C)
Devialet,Jean-Francois Baril,Venture Capital,Consumer Products and Services (B2C)
Devialet,Fleur Pellerin,Venture Capital,Consumer Products and Services (B2C)
Myre,Jean Peyrelevade,Angel (individual),Information Technology
xMotion,Gerod Carfantan,Venture Capital,Information Technology
Nestwave,Nicolas Boulay,Venture Capital,Information Technology
Nestwave,Simon Alexandre,Venture Capital,Information Technology
Lemonway,Benoit Marrel,Venture Capital,Financial Services
Lemonway,Guzel Gumerova,Venture Capital,Financial Services
ManoMano,Philippe Collombel,Venture Capital,Consumer Products and Services (B2C)
Smartpush,Bernard Roques,Venture Capital,Business Products and Services (B2B)
Frichti,Guillaume Aubin,Venture Capital,Consumer Products and Services (B2C)
Magic Makers,Marie-Christine Levet,Venture Capital,Consumer Products and Services (B2C)
Magic Makers,Jean De La Rochebrochard,Venture Capital,Consumer Products and Services (B2C)
Aledia,Jiong Ma,Venture Capital,Information Technology
SeqOne,Marc Rougier,Venture Capital,Healthcare
World Gaming Federation,Mamadou Sakho,Angel (individual),Information Technology
Sport Faction,Guillaume Lautour,Venture Capital,Business Products and Services (B2B)
Igyxos Biotherapeutics,Herve Bachelot Lallier,Venture Capital,Healthcare
Igyxos Biotherapeutics,Jean-Briac Lesne,Venture Capital,Healthcare
Doctolib,Philippe Botteri,Venture Capital,Healthcare
PandaScore,François Meteyer,Venture Capital,Information Technology
SpaceFill,Pietro Invernizzi,Angel (individual),Information Technology
SpaceFill,Xavier Niel,Angel (individual),Information Technology
Feed.,Rodolphe Menegaux,Venture Capital,Consumer Products and Services (B2C)
Yukin Therapeutics,Matthieu Coutet,Venture Capital,Healthcare
Implicity,Baudouin Hue,Venture Capital,Healthcare
Implicity,Guillaume Meulle,Venture Capital,Healthcare
Kazaden,Renaud Guillerm,Venture Capital,Consumer Products and Services (B2C)
IPaidThat,Bernard Roques,Venture Capital,Information Technology
Homeland,Augustin Sayer,Venture Capital,Information Technology
Brandquad,Anatoly Mitroshin,Angel (individual),Information Technology
Brandquad,Ilya Korolev,Venture Capital,Information Technology
Mirakl,Laurel Bowden,Venture Capital,Information Technology
Mirakl,Scott Friend,Venture Capital,Information Technology
Mirakl,Xavier Lazarus,Venture Capital,Information Technology
Mirakl,Frederic Court,Venture Capital,Information Technology
Shift Technology,Sonali De Rycker,Venture Capital,Information Technology
Shift Technology,Victor Briançon-Marjollet,Venture Capital,Information Technology
Diam Concept,Céline Lippi,Venture Capital,Consumer Products and Services (B2C)
Primo1D,Nicolas Boulay,Venture Capital,Information Technology
Botify,Claire Houry,Venture Capital,Information Technology
Energic,Damien Deleplanque,Angel (individual),Information Technology
Energic,Marc Reneaume,Angel (individual),Information Technology
Thegreendata,Didier Rousseau,Angel (individual),Information Technology
Alma (Financial Software),Geoffroy Roux de Bézieux,Angel (individual),Information Technology
Alma (Financial Software),Pierre Kosciusko Morizet,Angel (individual),Information Technology
Alan,Thomas Stafford,Venture Capital,Financial Services
Metronaut,Nobuyuki Idei,Angel (individual),Information Technology
Metronaut,Stéphanie Hospital,Venture Capital,Information Technology
Metronaut,Sophie Gasperment,Angel (individual),Information Technology
Metronaut,Thibault Viort,Angel (individual),Information Technology
Metronaut,Yann Le Cun,Angel (individual),Information Technology
Genymobile,Ryan Cook,Angel (individual),Information Technology
Alpha Anomeric,Rajesh Parekh,Venture Capital,Healthcare
Malt,Jean-David Chamboredon,Venture Capital,Business Products and Services (B2B)
Malt,Marc Fournier,Venture Capital,Business Products and Services (B2B)
Afyren,Michael Krel,Venture Capital,Healthcare
Ambler (Healthcare Services),Arthur Waller,Angel (individual),Healthcare
Ambler (Healthcare Services),Xavier Niel,Venture Capital,Healthcare
Ambler (Healthcare Services),Nicolas Douay,Angel (individual),Healthcare
Ambler (Healthcare Services),Alison Imbert,Venture Capital,Healthcare
Ambler (Healthcare Services),Tancrède Besnard,Angel (individual),Healthcare
Deepomatic,François Meteyer,Venture Capital,Information Technology
Deepomatic,Bertrand Diard,Angel (individual),Information Technology
Deepomatic,Dominique Vidal,Angel (individual),Information Technology
Pretto,Charles Letourneur,Venture Capital,Information Technology
Pretto,Christophe Cremer,Angel (individual),Information Technology
Pretto,Hugues Le Bret,Angel (individual),Information Technology
Pretto,Pierre Kosciusko Morizet,Venture Capital,Information Technology
Pretto,Pierre Kosciusko Morizet,Angel (individual),Information Technology
Graftys,Frederic Convent,Venture Capital,Healthcare
Ovrsea,Eduardo Ronzano,Angel (individual),Information Technology
Ovrsea,Thibaud Elziere,Angel (individual),Information Technology
Osivax,Cedric Delorme,Angel (individual),Healthcare
Osivax,Hugues Wallemacq,Venture Capital,Healthcare
EkWateur,Olivier Brourhant,Venture Capital,Energy
EkWateur,Jean-Marc Bally,Venture Capital,Energy
Zenpark,André Raoul,Venture Capital,Consumer Products and Services (B2C)
ContentSquare,Michael Gilroy,Venture Capital,Information Technology
ContentSquare,Anthony Zappalà,Venture Capital,Information Technology
OpenHealth Company,Valéry Huot,Venture Capital,Healthcare
Swile,Martin Mignot,Venture Capital,Financial Services
ClickOn (Business/Productivity Software),Dmitry Chikhachev,Venture Capital,Information Technology
Teach on Mars,Marie Fauré Lambert,Venture Capital,Information Technology
Zoov,Pascal Cagni,Venture Capital,Consumer Products and Services (B2C)
Zoov,Willy Braun,Venture Capital,Consumer Products and Services (B2C)
Zoov,Patrice Crisinel,Venture Capital,Consumer Products and Services (B2C)
Induo,Charles-Antoine Morand,Venture Capital,Consumer Products and Services (B2C)
Singulart,Chantal Baudron,Angel (individual),Consumer Products and Services (B2C)
Leavy.co,Dominique Vidal,Angel (individual),Consumer Products and Services (B2C)
Leavy.co,Pieter Welten,Venture Capital,Consumer Products and Services (B2C)
Syntony GNSS,Antoine Jouin,Angel (individual),Information Technology
Addworking,Jean-Michel Aulas,Angel (individual),Information Technology
Addworking,Patrice Thiry,Angel (individual),Information Technology
Addworking,Patrick Bertrand,Angel (individual),Information Technology
HighLife,Jose Gordo,Angel (individual),Healthcare
HighLife,Marc-André Marcotte,Venture Capital,Healthcare
HighLife,Antoine Papiernik,Venture Capital,Healthcare
HighLife,Casey Tansey,Venture Capital,Healthcare
TalentSoft,Adam Shepherd,Venture Capital,Information Technology
Ordinal Software,Jean-Marc Bally,Venture Capital,Information Technology
Coinhouse,Shawn Cheng,Venture Capital,Financial Services
Coinhouse,Eric Larchevêque,Angel (individual),Financial Services
Coinhouse,Frédéric Potter,Angel (individual),Financial Services
Coinhouse,Thomas France,Angel (individual),Financial Services
Coinhouse,Alexis du Peloux,Venture Capital,Financial Services
Lucky Cart,Jean-Paul Villot,Angel (individual),Business Products and Services (B2B)
Lucky Cart,Nicolas El Baze,Venture Capital,Business Products and Services (B2B)
Wevat,Andrew Phillipps,Angel (individual),Information Technology
Wevat,David Andrews,Angel (individual),Information Technology
Wevat,Nicholas Wright,Angel (individual),Information Technology
Wevat,William Neale,Angel (individual),Information Technology
Joone,François Meteyer,Venture Capital,Consumer Products and Services (B2C)
La Fourche,Victoire de Lavigne,Venture Capital,Consumer Products and Services (B2C)
La Fourche,Yacine Ghalim,Venture Capital,Consumer Products and Services (B2C)
Nowfashion,Alain Maestracci,Angel (individual),Consumer Products and Services (B2C)
Nowfashion,Francesco Maio,Angel (individual),Consumer Products and Services (B2C)
Nowfashion,Luca Ascani,Angel (individual),Consumer Products and Services (B2C)
PK MED,Philippe Pouletty,Venture Capital,Healthcare
Quidli,Gabriel Anderson,Venture Capital,Financial Services
Sabella,Jérôme Guéret,Venture Capital,Energy
My-Serious-Game,Alexis Menard,Venture Capital,Business Products and Services (B2B)
Les Cachotières,Herve Cuviliez,Venture Capital,Consumer Products and Services (B2C)
Make.org,Stéphanie Hospital,Venture Capital,Consumer Products and Services (B2C)
QOS Energy,Fabrice Bienfait,Venture Capital,Information Technology
QOS Energy,Jérôme Guéret,Venture Capital,Information Technology
Akeneo,Guillaume Aubin,Venture Capital,Information Technology
Akeneo,Stephan Dietrich,Angel (individual),Information Technology
Genoscience Pharma,Alain Azan,Angel (individual),Healthcare
Akeytsu,Alexandre Jenny,Angel (individual),Information Technology
Akeytsu,Rémi Berthier,Venture Capital,Information Technology
Loopsider,Bernard Mourad,Angel (individual),Consumer Products and Services (B2C)
Loopsider,Franck Papazian,Angel (individual),Consumer Products and Services (B2C)
Loopsider,Stéphanie Hospital,Venture Capital,Consumer Products and Services (B2C)
Red Electric,André Raoul,Venture Capital,Consumer Products and Services (B2C)
Tracktor,Marc Laurent,Venture Capital,Information Technology
Tracktor,Xavier Niel,Venture Capital,Information Technology
Tracktor,Pascal Casanova,Angel (individual),Information Technology
Tracktor,Pierre Kosciusko Morizet,Angel (individual),Information Technology
Édifice,Litzie Maarek,Venture Capital,Information Technology
Lunii,Xavier Court,Angel (individual),Consumer Products and Services (B2C)
Adionics,Daniel Le Gal,Angel (individual),Business Products and Services (B2B)
Adionics,François Breniaux,Venture Capital,Business Products and Services (B2B)
Step Pharma,Vanessa Malier,Venture Capital,Healthcare
Step Pharma,Ohad Hammer,Venture Capital,Healthcare
Majelan,Fabrice Larue,Angel (individual),Information Technology
Majelan,Jacques Veyrat,Angel (individual),Information Technology
Majelan,Xavier Niel,Angel (individual),Information Technology
TeamBrain,Renaud Guillerm,Venture Capital,Information Technology
Advae,Jean-Marc Bally,Venture Capital,Information Technology
Advae,Laurent Dumas-Crouzillac,Venture Capital,Information Technology
Advae,Denis Barrier,Venture Capital,Information Technology
Advae,Benedict Tompkins,Venture Capital,Information Technology
Expensya,Thierry Vandewalle,Venture Capital,Information Technology
Expensya,Ludovic Denis,Venture Capital,Information Technology
Carthera,Diana Saraceni,Venture Capital,Healthcare
Carthera,Celia Hart,Venture Capital,Healthcare
Antidot,Karine Lignel,Venture Capital,Information Technology
Antidot,Claire Houry,Venture Capital,Information Technology
Elwin (Financial Software),Damien Vincent,Angel (individual),Information Technology
Elwin (Financial Software),Frederic Rombaut,Angel (individual),Information Technology
Elwin (Financial Software),Guillaume Amblard,Angel (individual),Information Technology
Elwin (Financial Software),Michel Larroche,Angel (individual),Information Technology
Elwin (Financial Software),Pascal Boris,Angel (individual),Information Technology
Elwin (Financial Software),Yves Padrines,Angel (individual),Information Technology
Medylink,Daniel Calle,Angel (individual),Healthcare
Medylink,Yves Journel,Venture Capital,Healthcare
Cocoom,Patrick Bertrand,Angel (individual),Information Technology
Agricool,Pierre-Eric Leibovici,Venture Capital,Materials and Resources
Agricool,Solomon Hykes,Angel (individual),Materials and Resources
Panapop,Juan Roig,Angel (individual),Consumer Products and Services (B2C)
Happytal,François Robinet,Venture Capital,Healthcare
Happytal,Jean-Marc Patouillaud,Venture Capital,Healthcare
Happytal,Patrice Thiry,Angel (individual),Healthcare
InnovaFeed,Emmanuel Butstraen,Angel (individual),Healthcare
InnovaFeed,Frédéric Jousset,Angel (individual),Healthcare
InnovaFeed,Jean-Pierre Princen,Angel (individual),Healthcare
InnovaFeed,Marc-Antoine de Longevialle,Angel (individual),Healthcare
InnovaFeed,Matthieu Pélissié,Angel (individual),Healthcare
InnovaFeed,Rodolphe Carle,Angel (individual),Healthcare
InnovaFeed,Sébastien Breteau,Angel (individual),Healthcare
Inqom,Alexandre Azoulay,Venture Capital,Information Technology
Woleet,Stéphanie Hospital,Venture Capital,Information Technology
Homerez,David Roche,Angel (individual),Consumer Products and Services (B2C)
Homerez,Frederic Halley,Angel (individual),Consumer Products and Services (B2C)
Homerez,Nicolas Brumelot,Angel (individual),Consumer Products and Services (B2C)
Homerez,Pablo Szefner,Angel (individual),Consumer Products and Services (B2C)
Homerez,Bruno Rivet,Venture Capital,Consumer Products and Services (B2C)
Team Vitality,Tej Kohli,Angel (individual),Consumer Products and Services (B2C)
Bergamotte,Thibault Lougnon,Angel (individual),Consumer Products and Services (B2C)
Data Impact,Antoine Boulin,Venture Capital,Information Technology
Stilla Technologies,Nicholas Naclerio,Venture Capital,Healthcare
Stilla Technologies,Philippe Peltier,Venture Capital,Healthcare
Melty,Bruno Kemoun,Angel (individual),Consumer Products and Services (B2C)
Melty,Eryck Rebbouh,Angel (individual),Consumer Products and Services (B2C)
Melty,Bruno du Biest,Venture Capital,Consumer Products and Services (B2C)
Melty,Pierre Kosciusko Morizet,Angel (individual),Consumer Products and Services (B2C)
Melty,Sébastien Romelot,Angel (individual),Consumer Products and Services (B2C)
BlaBlaCar,Philippe Botteri,Venture Capital,Consumer Products and Services (B2C)
BlaBlaCar,Dominique Vidal,Venture Capital,Consumer Products and Services (B2C)
ScaleX Invest,Pascal Boris,Angel (individual),Business Products and Services (B2B)
Monemprunt.com,David Leray,Venture Capital,Financial Services
My Jolie Candle,Marc Beffort,Angel (individual),Consumer Products and Services (B2C)
Jobmaker,Alain Rousselin,Angel (individual),Business Products and Services (B2B)
Wizbii,Guillaume Dupont,Venture Capital,Consumer Products and Services (B2C)
Wizbii,Olivier Heckmann,Angel (individual),Consumer Products and Services (B2C)
Wizbii,Romain Vidal,Angel (individual),Consumer Products and Services (B2C)
Wizbii,Véronique Di Benedetto,Angel (individual),Consumer Products and Services (B2C)
Wizbii,Vincent Gentil,Angel (individual),Consumer Products and Services (B2C)
Arianee,Nettra Pan,Angel (individual),Information Technology
Wattsense,Gwenaël Hamon,Venture Capital,Information Technology
Enerbee,Dominique Rencurel,Venture Capital,Energy
Intersec,Guillaume Dhee,Venture Capital,Information Technology
Intersec,Laurence Garrett,Venture Capital,Information Technology
Intersec,Jérôme Faul,Venture Capital,Information Technology
Nachos Mexican Grill,Anthony Arsac,Venture Capital,Consumer Products and Services (B2C)
Braineet,Jacques-Antoine Granjon,Angel (individual),Information Technology
Braineet,Marc Simoncini,Angel (individual),Information Technology
Braineet,Xavier Niel,Angel (individual),Information Technology
Deliver.ee,Alain Sarfati,Angel (individual),Information Technology
Deliver.ee,Alex Roubinet,Angel (individual),Information Technology
Deliver.ee,Charles Dunston,Angel (individual),Information Technology
Deliver.ee,Francois Le Pichon,Angel (individual),Information Technology
Deliver.ee,Raphael Labbe,Angel (individual),Information Technology
iRaiser,Thibaut de Roux,Venture Capital,Information Technology
CybelAngel,Bertrand Diard,Venture Capital,Information Technology
Everoad,Clément Benoit,Angel (individual),Business Products and Services (B2B)
Everoad,Roger Crook,Angel (individual),Business Products and Services (B2B)
Everoad,Romain Afflelou,Angel (individual),Business Products and Services (B2B)
Silicon Mobility,Pascal Vanluchene,Venture Capital,Information Technology
Skello,Gilles Blanchard,Angel (individual),Information Technology
Skello,Guillaume de Ville,Angel (individual),Information Technology
Skello,Jean-Baptiste Rudelle,Angel (individual),Information Technology
Skello,Thomas Landais,Angel (individual),Information Technology
Acorus Networks,Marc Rougier,Venture Capital,Information Technology
Acorus Networks,Reza Malekzadeh,Venture Capital,Information Technology
Lattice Medical,Helene Cannard,Venture Capital,Healthcare
Lattice Medical,Guillaume Bruniaux,Venture Capital,Healthcare
Shopopop,Jérôme Guéret,Venture Capital,Business Products and Services (B2B)
Skinosive,Philippe Pouletty,Venture Capital,Consumer Products and Services (B2C)
Manda,Alison Imbert,Venture Capital,Consumer Products and Services (B2C)
Les Jardins de l'Océan,Thibaut de Roux,Venture Capital,Consumer Products and Services (B2C)
Les Jardins de l'Océan,Guillaume Bruniaux,Venture Capital,Consumer Products and Services (B2C)
PhantomBuster,Stéphanie Hospital,Venture Capital,Information Technology
mobile.club,Jean-Romain Lhomme,Angel (individual),Consumer Products and Services (B2C)
mobile.club,Serge Alleyne,Angel (individual),Consumer Products and Services (B2C)
C4Diagnostics,Sandra Dubos,Venture Capital,Healthcare
Iziwork,Maximilian Bittner,Angel (individual),Business Products and Services (B2B)
Hubware,Renaud Guillerm,Venture Capital,Information Technology
SurfactGreen,Leila Nicolas,Venture Capital,Materials and Resources
Isorg,Somasundaram Subramaniam,Venture Capital,Information Technology
Isorg,Philippe Tabouis,Angel (individual),Information Technology
Arenametrix,Xavier Niel,Venture Capital,Information Technology
Arenametrix,Ivan Michal,Venture Capital,Information Technology
Ciliatech,Isabelle Bou Antoun,Venture Capital,Healthcare
Groupcorner,Guillaume de Marcillac,Angel (individual),Consumer Products and Services (B2C)
Groupcorner,Christophe Raynaud,Venture Capital,Consumer Products and Services (B2C)
Groupcorner,Patrice Thiry,Angel (individual),Consumer Products and Services (B2C)
Groupcorner,Renaud Guillerm,Venture Capital,Consumer Products and Services (B2C)
Coave Therapeutics,Philippe Monteyne,Venture Capital,Healthcare
Coave Therapeutics,Leila Nicolas,Venture Capital,Healthcare
Coave Therapeutics,Thierry Laugel,Venture Capital,Healthcare
Coave Therapeutics,Iyona Rajkomar,Venture Capital,Healthcare
Coave Therapeutics,Willem Broekaert,Venture Capital,Healthcare
Kayrros,Jacobo Abitbol,Venture Capital,Information Technology
Kayrros,Dominique Vidal,Venture Capital,Information Technology
Kayrros,JJ Sendelbach,Angel (individual),Information Technology
Kayrros,Kevin Primat,Angel (individual),Information Technology
Kayrros,Paul Degueuse,Venture Capital,Information Technology
NoMadMusic,Karine Lignel,Venture Capital,Information Technology
NoMadMusic,Renaud Capucon,Angel (individual),Information Technology
Comet,Pierre-Eric Leibovici,Venture Capital,Business Products and Services (B2B)
Comet,Edward Lando,Angel (individual),Business Products and Services (B2B)
Comet,Xavier Niel,Venture Capital,Business Products and Services (B2B)
Bird Office,Clara Audry,Venture Capital,Information Technology
Bird Office,Corinne Leibovitch,Angel (individual),Information Technology
Bird Office,Michael Benabou,Angel (individual),Information Technology
Snapcall,Jean-David Chamboredon,Venture Capital,Information Technology
Advanced Magnetic Interaction,Olivier Huez,Venture Capital,Information Technology
Advanced Magnetic Interaction,Stéphane Simoncini,Venture Capital,Information Technology
Advanced Magnetic Interaction,Romain Lavault,Venture Capital,Information Technology
Archidvisor,Corentin Orsini,Angel (individual),Business Products and Services (B2B)
Archidvisor,Frederic Boyer,Angel (individual),Business Products and Services (B2B)
Archidvisor,Renaud Guillerm,Venture Capital,Business Products and Services (B2B)
Cosmo Tech,Jean-Marc Bally,Venture Capital,Information Technology
Cosmo Tech,Ivo Nemejc,Venture Capital,Information Technology
Manzalab,Marie-Christine Levet,Venture Capital,Information Technology
Salezeo,Cyril Vermeulen,Angel (individual),Information Technology
Salezeo,Grégoire Boutin,Angel (individual),Information Technology
Salezeo,Michel Meyer,Angel (individual),Information Technology
Salezeo,Xavier Gury,Angel (individual),Information Technology
InMemori,Jean-Romain Lhomme,Angel (individual),Consumer Products and Services (B2C)
InMemori,Julien Codorniou,Angel (individual),Consumer Products and Services (B2C)
InMemori,Nadia Nadia,Angel (individual),Consumer Products and Services (B2C)
InMemori,Boris Golden,Venture Capital,Consumer Products and Services (B2C)
InMemori,Xavier Niel,Angel (individual),Consumer Products and Services (B2C)
Planity,Guillaume Aubin,Venture Capital,Consumer Products and Services (B2C)
Shine (Financial Software),Marie Ekeland,Venture Capital,Information Technology
Shine (Financial Software),Edward Zimmerman,Angel (individual),Information Technology
Shine (Financial Software),Gilles Samoun,Angel (individual),Information Technology
Tabesto,Jean-Romain Lhomme,Angel (individual),Information Technology
Tabesto,Ludovic Huraux,Angel (individual),Information Technology
Alphalyr,Bertrand Fredenucci,Venture Capital,Information Technology
Diffusely,Rodolphe Menegaux,Venture Capital,Information Technology
LeCab,Emilie Buttiaux,Venture Capital,Consumer Products and Services (B2C)
Beamy,Christophe Verley,Angel (individual),Information Technology
Beamy,Guy Bodescot,Angel (individual),Information Technology
Beamy,Jérôme Gayet,Angel (individual),Information Technology
Beamy,Mehdi Medjaoui,Angel (individual),Information Technology
Beamy,Pierre-Yves Aubert,Angel (individual),Information Technology
Evaneos,Christophe Raynaud,Angel (individual),Consumer Products and Services (B2C)
Evaneos,Bruno Crémel,Venture Capital,Consumer Products and Services (B2C)
Evaneos,Rodolphe Menegaux,Angel (individual),Consumer Products and Services (B2C)
Evaneos,Nicolas Rose,Venture Capital,Consumer Products and Services (B2C)
The Winkyverse,Bruno Maisonnier,Angel (individual),Information Technology
The Winkyverse,Jérôme Bédier,Angel (individual),Information Technology
The Winkyverse,Michael Ingberg,Angel (individual),Information Technology
AB Tasty,Paul Degueuse,Venture Capital,Information Technology
AB Tasty,Reza Malekzadeh,Venture Capital,Information Technology
Ixaltis,Paolo Siviero,Venture Capital,Healthcare
GitGuardian,Renaud Visage,Angel (individual),Information Technology
GitGuardian,Scott Chacon,Angel (individual),Information Technology
Comwatt,Bertin Nahum,Angel (individual),Energy
Pandacraft,Pauline Roux,Venture Capital,Consumer Products and Services (B2C)
Pandacraft,Herve Cuviliez,Venture Capital,Consumer Products and Services (B2C)
Pandacraft,Herve Cuviliez,Venture Capital,Consumer Products and Services (B2C)
Pandacraft,Thomas Ducrot,Angel (individual),Consumer Products and Services (B2C)
Veesion,Antoine Loison,Venture Capital,Information Technology
Pampa (PIG),Benjamin Netter,Angel (individual),Consumer Products and Services (B2C)
Madbox,François Meteyer,Venture Capital,Information Technology
Mipsology,Guillaume Aubin,Venture Capital,Information Technology
Mipsology,Reza Malekzadeh,Venture Capital,Information Technology
Hapik,Camille Kriebitzsch,Venture Capital,Consumer Products and Services (B2C)
Stanley Robotics,Oussama Ammar,Angel (individual),Information Technology
Linkfluence,Dominique Rencurel,Venture Capital,Information Technology
Dense Fluid Degreasing,Cécile Thebault,Venture Capital,Business Products and Services (B2B)
GEEV,Pierre-Yves Meerschman,Venture Capital,Consumer Products and Services (B2C)
GEEV,Emmanuel Guyot,Angel (individual),Consumer Products and Services (B2C)
MDoloris Medical Systems,Isabelle de Cremoux,Venture Capital,Healthcare
MDoloris Medical Systems,Guillaume Meulle,Venture Capital,Healthcare
NH TherAguix,Celia Hart,Venture Capital,Healthcare
Dynacure,Remi Droller,Venture Capital,Healthcare
Dynacure,Ohad Hammer,Venture Capital,Healthcare
Exotrail,Alexandre Mordacq,Venture Capital,Business Products and Services (B2B)
Exotrail,Armand Thiberge,Angel (individual),Business Products and Services (B2B)
Exotrail,Laurent Grimaldi,Angel (individual),Business Products and Services (B2B)
Exotrail,Maud Thuaudet,Angel (individual),Business Products and Services (B2B)
Exotrail,Michele Franci,Angel (individual),Business Products and Services (B2B)
Exotrail,Yohann Leroy,Angel (individual),Business Products and Services (B2B)
Izicap,David Manjarres,Venture Capital,Information Technology
Bruce,Patrice Hutin,Venture Capital,Business Products and Services (B2B)
Influence4you,Benoît Sillard,Angel (individual),Information Technology
Convelio,Alexandre Berriche,Angel (individual),Business Products and Services (B2B)
Convelio,Bastien Moreau,Angel (individual),Business Products and Services (B2B)
Doctrine,Bruno Raillard,Venture Capital,Information Technology
Doctrine,Pauline Guillonnet,Angel (individual),Information Technology
Doctrine,Pierre Entremont,Angel (individual),Information Technology
Doctrine,Xavier Niel,Angel (individual),Information Technology
Mini World Lyon,Alta Faubourg,Angel (individual),Consumer Products and Services (B2C)
Navily,Guillaume Victor-Thomas,Angel (individual),Consumer Products and Services (B2C)
Navily,Roland Coutas,Angel (individual),Consumer Products and Services (B2C)
Crème de la Crème,Alain Thibaut,Angel (individual),Business Products and Services (B2B)
